hour;global_horizontal_W_m2;direkt_horizontal_W_m2;diffuse_horizontal_W_m2;temp_amb
1;0;0;0;03
1;0;0;0;03
2;0;0;0;07
3;0;0;0;07
4;0;0;0;07
5;0;0;0;06
6;0;0;0;06
7;0;0;0;06
8;0;0;0;06
9;0;0;0;06
10;9;0;9;06
11;87;15.41064903;71.58935097;07
12;69;0;69;09
13;112;11.60783519;100.3921648;09
14;129;35.04040964;93.95959036;10
15;76;7.806730226;68.19326977;10
16;4;0;4;10
17;0;0;0;09
18;0;0;0;09
19;0;0;0;08
20;0;0;0;08
21;0;0;0;08
22;0;0;0;07
23;0;0;0;07
24;0;0;0;07
25;0;0;0;06
26;0;0;0;06
27;0;0;0;05
28;0;0;0;05
29;0;0;0;04
30;0;0;0;04
31;0;0;0;03
32;0;0;0;03
33;0;0;0;02
34;47;9.428441353;37.57155865;04
35;132;62.27836801;69.72163199;06
36;131;32.14978168;98.85021832;08
37;134;28.67083499;105.329165;08
38;173;76.31801479;96.68198521;09
39;81;15.45353837;65.54646163;09
40;54;14.77885627;39.22114373;08
41;0;0;0;07
42;0;0;0;07
43;0;0;0;07
44;0;0;0;07
45;0;0;0;06
46;0;0;0;06
47;0;0;0;06
48;0;0;0;05
49;0;0;0;05
50;0;0;0;05
51;0;0;0;05
52;0;0;0;04
53;0;0;0;04
54;0;0;0;04
55;0;0;0;04
56;0;0;0;03
57;0;0;0;03
58;74;37.52553835;36.47446165;05
59;153;108.8515904;44.14840958;08
60;200;105.8593891;94.1406109;10
61;120;17.10040017;102.8995998;11
62;181;85.4527686;95.5472314;11
63;79;13.42705211;65.57294789;11
64;40;9.016856793;30.98314321;10
65;0;0;0;09
66;0;0;0;08
67;0;0;0;08
68;0;0;0;08
69;0;0;0;07
70;0;0;0;07
71;0;0;0;06
72;0;0;0;06
73;0;0;0;06
74;0;0;0;05
75;0;0;0;04
76;0;0;0;04
77;0;0;0;03
78;0;0;0;03
79;0;0;0;02
80;0;0;0;02
81;0;0;0;01
82;55;18.37334658;36.62665342;02
83;99;25.36020077;73.63979923;04
84;50;0;50;05
85;33;0;33;04
86;97;8.848099681;88.15190032;04
87;80;13.24922137;66.75077863;04
88;27;0;27;04
89;0;0;0;04
90;0;0;0;03
91;0;0;0;03
92;0;0;0;03
93;0;0;0;03
94;0;0;0;02
95;0;0;0;02
96;0;0;0;02
97;0;0;0;02
98;0;0;0;02
99;0;0;0;01
100;0;0;0;01
101;0;0;0;01
102;0;0;0;01
103;0;0;0;01
104;0;0;0;01
105;0;0;0;01
106;7;0;7;01
107;16;0;16;01
108;20;0;20;01
109;44;0;44;02
110;47;0;47;02
111;31;0;31;02
112;17;0;17;02
113;0;0;0;02
114;0;0;0;02
115;0;0;0;02
116;0;0;0;02
117;0;0;0;01
118;0;0;0;01
119;0;0;0;01
120;0;0;0;01
121;0;0;0;01
122;0;0;0;00
123;0;0;0;00
124;0;0;0;00
125;0;0;0;-01
126;0;0;0;-01
127;0;0;0;-01
128;0;0;0;-02
129;0;0;0;-02
130;16;0;16;-02
131;24;0;24;-01
132;53;0;53;-01
133;89;0;89;00
134;38;0;38;01
135;48;0;48;00
136;24;0;24;00
137;0;0;0;00
138;0;0;0;00
139;0;0;0;00
140;0;0;0;00
141;0;0;0;00
142;0;0;0;-01
143;0;0;0;-01
144;0;0;0;-01
145;0;0;0;-01
146;0;0;0;-01
147;0;0;0;-01
148;0;0;0;-01
149;0;0;0;-01
150;0;0;0;-01
151;0;0;0;-01
152;0;0;0;-01
153;0;0;0;-01
154;26;0;26;00
155;48;0;48;01
156;85;0;85;02
157;75;0;75;02
158;65;0;65;03
159;22;0;22;02
160;30;0;30;02
161;0;0;0;02
162;0;0;0;02
163;0;0;0;01
164;0;0;0;01
165;0;0;0;01
166;0;0;0;01
167;0;0;0;00
168;0;0;0;00
169;0;0;0;00
170;0;0;0;-01
171;0;0;0;-01
172;0;0;0;-02
173;0;0;0;-02
174;0;0;0;-03
175;0;0;0;-03
176;0;0;0;-04
177;0;0;0;-04
178;26;0;26;-04
179;84;8.432375394;75.56762461;-02
180;120;18.18393341;101.8160666;00
181;73;0;73;00
182;134;36.96458614;97.03541386;01
183;86;11.62367148;74.37632852;01
184;37;3.017987962;33.98201204;01
185;0;0;0;00
186;0;0;0;00
187;0;0;0;-01
188;0;0;0;-01
189;0;0;0;-02
190;0;0;0;-02
191;0;0;0;-02
192;0;0;0;-03
193;0;0;0;-03
194;0;0;0;-03
195;0;0;0;-04
196;0;0;0;-04
197;0;0;0;-04
198;0;0;0;-05
199;0;0;0;-05
200;0;0;0;-05
201;0;0;0;-06
202;21;0;21;-05
203;47;0;47;-04
204;109;12.05082098;96.94917902;-03
205;74;0;74;-02
206;78;0;78;-02
207;63;0;63;-02
208;32;0.183092252;31.81690775;-02
209;0;0;0;-03
210;0;0;0;-03
211;0;0;0;-03
212;0;0;0;-03
213;0;0;0;-03
214;0;0;0;-03
215;0;0;0;-03
216;0;0;0;-04
217;0;0;0;-04
218;0;0;0;-04
219;0;0;0;-04
220;0;0;0;-04
221;0;0;0;-04
222;0;0;0;-04
223;0;0;0;-04
224;0;0;0;-04
225;0;0;0;-04
226;30;0;30;-03
227;45;0;45;-02
228;66;0;66;-01
229;61;0;61;-01
230;23;0;23;-01
231;43;0;43;-01
232;16;0;16;-01
233;0;0;0;-02
234;0;0;0;-02
235;0;0;0;-02
236;0;0;0;-02
237;0;0;0;-02
238;0;0;0;-03
239;0;0;0;-03
240;0;0;0;-03
241;0;0;0;-03
242;0;0;0;-04
243;0;0;0;-04
244;0;0;0;-04
245;0;0;0;-04
246;0;0;0;-05
247;0;0;0;-05
248;0;0;0;-05
249;0;0;0;-06
250;80;45.15147839;34.84852161;-03
251;164;118.6686316;45.3313684;00
252;214;164.1909217;49.80907833;02
253;241;188.8244664;52.17553362;04
254;218;165.8356287;52.16437129;05
255;144;89.45842704;54.54157296;05
256;56;22.89114486;33.10885514;04
257;0;0;0;03
258;0;0;0;02
259;0;0;0;01
260;0;0;0;00
261;0;0;0;-01
262;0;0;0;-01
263;0;0;0;-02
264;0;0;0;-03
265;0;0;0;-04
266;0;0;0;-05
267;0;0;0;-06
268;0;0;0;-07
269;0;0;0;-08
270;0;0;0;-09
271;0;0;0;-10
272;0;0;0;-11
273;0;0;0;-12
274;75;21.24682032;53.75317968;-11
275;60;0;60;-09
276;146;42.25919709;103.7408029;-09
277;189;87.77048701;101.229513;-07
278;184;109.1996642;74.80033581;-06
279;136;79.86670289;56.13329711;-06
280;58;21.30325813;36.69674187;-07
281;0;0;0;-07
282;0;0;0;-08
283;0;0;0;-08
284;0;0;0;-09
285;0;0;0;-09
286;0;0;0;-09
287;0;0;0;-10
288;0;0;0;-10
289;0;0;0;-10
290;0;0;0;-10
291;0;0;0;-10
292;0;0;0;-10
293;0;0;0;-10
294;0;0;0;-10
295;0;0;0;-10
296;0;0;0;-10
297;0;0;0;-10
298;48;5.39733348;42.60266652;-09
299;56;0;56;-07
300;125;17.94851769;107.0514823;-06
301;119;5.262817486;113.7371825;-05
302;130;19.13390915;110.8660909;-04
303;106;29.5958705;76.4041295;-03
304;76;23.01260027;52.98739973;-03
305;0;0;0;-03
306;0;0;0;-04
307;0;0;0;-04
308;0;0;0;-04
309;0;0;0;-04
310;0;0;0;-05
311;0;0;0;-05
312;0;0;0;-05
313;0;0;0;-05
314;0;0;0;-06
315;0;0;0;-06
316;0;0;0;-06
317;0;0;0;-06
318;0;0;0;-07
319;0;0;0;-07
320;0;0;0;-07
321;0;0;0;-07
322;26;0;26;-07
323;71;0;71;-06
324;58;0;58;-05
325;76;0;76;-04
326;57;0;57;-04
327;46;0;46;-04
328;42;3.528599293;38.47140071;-04
329;0;0;0;-04
330;0;0;0;-05
331;0;0;0;-05
332;0;0;0;-05
333;0;0;0;-06
334;0;0;0;-06
335;0;0;0;-07
336;0;0;0;-07
337;0;0;0;-08
338;0;0;0;-08
339;0;0;0;-09
340;0;0;0;-10
341;0;0;0;-10
342;0;0;0;-11
343;0;0;0;-12
344;0;0;0;-12
345;0;0;0;-13
346;28;0;28;-13
347;75;0.210340126;74.78965987;-12
348;137;28.39411539;108.6058846;-11
349;242;126.9520529;115.0479471;-09
350;128;21.68716141;106.3128386;-08
351;71;0;71;-09
352;55;11.02859308;43.97140692;-09
353;0;0;0;-10
354;0;0;0;-10
355;0;0;0;-10
356;0;0;0;-10
357;0;0;0;-10
358;0;0;0;-10
359;0;0;0;-10
360;0;0;0;-10
361;0;0;0;-10
362;0;0;0;-10
363;0;0;0;-09
364;0;0;0;-09
365;0;0;0;-09
366;0;0;0;-08
367;0;0;0;-08
368;0;0;0;-07
369;0;0;0;-07
370;28;0;28;-07
371;97;12.55838389;84.44161611;-05
372;148;34.05627638;113.9437236;-03
373;127;9.430967876;117.5690321;-02
374;64;0;64;-02
375;83;3.911161192;79.08883881;-02
376;32;0;32;-02
377;0;0;0;-02
378;0;0;0;-02
379;0;0;0;-02
380;0;0;0;-03
381;0;0;0;-03
382;0;0;0;-03
383;0;0;0;-03
384;0;0;0;-03
385;0;0;0;-03
386;0;0;0;-03
387;0;0;0;-04
388;0;0;0;-04
389;0;0;0;-04
390;0;0;0;-04
391;0;0;0;-05
392;0;0;0;-05
393;0;0;0;-05
394;66;15.49534242;50.50465758;-04
395;87;4.309692627;82.69030737;-02
396;119;5.963479753;113.0365202;-01
397;167;43.34076297;123.659237;00
398;115;7.232765841;107.7672342;01
399;46;0;46;01
400;40;0;40;00
401;0;0;0;-01
402;0;0;0;-01
403;0;0;0;-01
404;0;0;0;-01
405;0;0;0;-01
406;0;0;0;-01
407;0;0;0;-01
408;0;0;0;-01
409;0;0;0;-01
410;0;0;0;-01
411;0;0;0;-01
412;0;0;0;-01
413;0;0;0;-01
414;0;0;0;-01
415;0;0;0;-01
416;0;0;0;-01
417;2;0;2;-01
418;1;0;1;-01
419;51;0;51;-01
420;109;3.837216942;105.1627831;01
421;156;31.26506422;124.7349358;02
422;132;16.00826871;115.9917313;04
423;82;2.128983784;79.87101622;04
424;53;7.858111174;45.14188883;04
425;0;0;0;04
426;0;0;0;03
427;0;0;0;03
428;0;0;0;03
429;0;0;0;03
430;0;0;0;03
431;0;0;0;02
432;0;0;0;02
433;0;0;0;02
434;0;0;0;02
435;0;0;0;02
436;0;0;0;02
437;0;0;0;01
438;0;0;0;01
439;0;0;0;01
440;0;0;0;01
441;5;0;5;01
442;70;23.84361535;46.15638465;02
443;150;72.5180571;77.4819429;04
444;147;32.98883882;114.0111612;06
445;77;0;77;07
446;71;0;71;06
447;86;3.248408399;82.7515916;06
448;36;0;36;06
449;0;0;0;05
450;0;0;0;05
451;0;0;0;04
452;0;0;0;04
453;0;0;0;04
454;0;0;0;04
455;0;0;0;04
456;0;0;0;03
457;0;0;0;03
458;0;0;0;03
459;0;0;0;03
460;0;0;0;02
461;0;0;0;02
462;0;0;0;02
463;0;0;0;01
464;0;0;0;01
465;4;0;4;01
466;13;0;13;01
467;31;0;31;02
468;45;0;45;02
469;72;0;72;03
470;62;0;62;04
471;76;0;76;04
472;31;0;31;04
473;5;0;5;04
474;0;0;0;03
475;0;0;0;03
476;0;0;0;03
477;0;0;0;02
478;0;0;0;02
479;0;0;0;02
480;0;0;0;02
481;0;0;0;01
482;0;0;0;01
483;0;0;0;01
484;0;0;0;00
485;0;0;0;00
486;0;0;0;00
487;0;0;0;-01
488;0;0;0;-01
489;18;0;18;-01
490;86;42.99786546;43.00213454;01
491;181;99.94641068;81.05358932;04
492;211;115.2239596;95.77604042;07
493;260;190.0304095;69.96959047;09
494;246;182.6158863;63.38411368;10
495;156;79.12546282;76.87453718;11
496;90;35.04870232;54.95129768;10
497;16;0;16;09
498;0;0;0;08
499;0;0;0;07
500;0;0;0;07
501;0;0;0;07
502;0;0;0;06
503;0;0;0;06
504;0;0;0;06
505;0;0;0;06
506;0;0;0;05
507;0;0;0;05
508;0;0;0;05
509;0;0;0;04
510;0;0;0;04
511;0;0;0;04
512;0;0;0;03
513;6;0;6;03
514;31;0;31;04
515;96;5.758668703;90.2413313;05
516;127;9.192162186;117.8078378;07
517;87;0;87;07
518;27;0;27;07
519;56;0;56;07
520;30;0;30;07
521;8;0;8;06
522;0;0;0;06
523;0;0;0;05
524;0;0;0;05
525;0;0;0;05
526;0;0;0;04
527;0;0;0;04
528;0;0;0;04
529;0;0;0;03
530;0;0;0;02
531;0;0;0;02
532;0;0;0;01
533;0;0;0;00
534;0;0;0;-01
535;0;0;0;-01
536;0;0;0;-02
537;8;0;8;-02
538;62;8.261895456;53.73810454;-01
539;94;4.205725072;89.79427493;01
540;152;28.20868867;123.7913113;03
541;226;98.58973618;127.4102638;05
542;152;28.12998095;123.8700191;06
543;99;9.747521705;89.25247829;06
544;94;24.25972653;69.74027347;06
545;19;0;19;05
546;0;0;0;04
547;0;0;0;03
548;0;0;0;02
549;0;0;0;02
550;0;0;0;01
551;0;0;0;00
552;0;0;0;-01
553;0;0;0;-02
554;0;0;0;-03
555;0;0;0;-04
556;0;0;0;-05
557;0;0;0;-06
558;0;0;0;-07
559;0;0;0;-08
560;0;0;0;-09
561;21;0;21;-09
562;102;32.90244174;69.09755826;-07
563;77;0;77;-05
564;182;62.42754209;119.5724579;-04
565;141;15.69462441;125.3053756;-02
566;235;126.1296663;108.8703337;-01
567;202;146.1909446;55.80905538;00
568;112;68.26646857;43.73353143;00
569;12;0;12;-01
570;0;0;0;-02
571;0;0;0;-02
572;0;0;0;-03
573;0;0;0;-03
574;0;0;0;-04
575;0;0;0;-04
576;0;0;0;-05
577;0;0;0;-05
578;0;0;0;-05
579;0;0;0;-06
580;0;0;0;-06
581;0;0;0;-06
582;0;0;0;-06
583;0;0;0;-07
584;0;0;0;-07
585;8;0;8;-07
586;56;0.595340536;55.40465946;-06
587;95;3.368133997;91.631866;-04
588;212;101.695809;110.304191;-02
589;232;116.3324086;115.6675914;00
590;139;17.58812009;121.4118799;01
591;77;0;77;01
592;44;0;44;00
593;21;0;21;-01
594;0;0;0;-01
595;0;0;0;-01
596;0;0;0;-01
597;0;0;0;-02
598;0;0;0;-02
599;0;0;0;-02
600;0;0;0;-02
601;0;0;0;-02
602;0;0;0;-02
603;0;0;0;-02
604;0;0;0;-02
605;0;0;0;-02
606;0;0;0;-02
607;0;0;0;-02
608;0;0;0;-03
609;19;0;19;-02
610;104;42.61388581;61.38611419;00
611;211;154.5803354;56.41966464;04
612;277;218.4076445;58.59235551;07
613;285;213.4166588;71.58334118;10
614;278;218.8530116;59.14698841;11
615;212;155.0669286;56.9330714;12
616;102;51.47106501;50.52893499;11
617;26;0.839798906;25.16020109;09
618;0;0;0;08
619;0;0;0;08
620;0;0;0;08
621;0;0;0;07
622;0;0;0;07
623;0;0;0;07
624;0;0;0;06
625;0;0;0;06
626;0;0;0;05
627;0;0;0;05
628;0;0;0;05
629;0;0;0;04
630;0;0;0;04
631;0;0;0;03
632;0;0;0;03
633;7;0;7;03
634;19;0;19;03
635;8;0;8;03
636;71;0;71;04
637;56;0;56;04
638;78;0;78;05
639;46;0;46;05
640;31;0;31;05
641;7;0;7;05
642;0;0;0;04
643;0;0;0;04
644;0;0;0;04
645;0;0;0;03
646;0;0;0;03
647;0;0;0;03
648;0;0;0;02
649;0;0;0;02
650;0;0;0;01
651;0;0;0;00
652;0;0;0;00
653;0;0;0;-01
654;0;0;0;-02
655;0;0;0;-02
656;0;0;0;-03
657;13;0;13;-03
658;51;0;51;-02
659;86;0;86;00
660;98;0;98;01
661;137;6.27487457;130.7251254;02
662;97;0;97;02
663;118;14.69110618;103.3088938;03
664;44;0;44;02
665;9;0;9;02
666;0;0;0;01
667;0;0;0;01
668;0;0;0;00
669;0;0;0;00
670;0;0;0;00
671;0;0;0;00
672;0;0;0;-01
673;0;0;0;-01
674;0;0;0;-01
675;0;0;0;-01
676;0;0;0;-01
677;0;0;0;-01
678;0;0;0;-01
679;0;0;0;-01
680;0;0;0;-01
681;9;0;9;-01
682;18;0;18;00
683;59;0;59;01
684;25;0;25;01
685;245;85.6489082;159.3510918;03
686;193;62.43029783;130.5697022;05
687;79;0;79;06
688;89;24.21285654;64.78714346;06
689;25;0.393864382;24.60613562;06
690;0;0;0;05
691;0;0;0;05
692;0;0;0;04
693;0;0;0;04
694;0;0;0;04
695;0;0;0;04
696;0;0;0;03
697;0;0;0;03
698;0;0;0;03
699;0;0;0;02
700;0;0;0;02
701;0;0;0;01
702;0;0;0;01
703;0;0;0;00
704;0;0;0;00
705;16;0;16;00
706;57;0;57;02
707;68;0;68;03
708;177;42.99192616;134.0080738;04
709;102;0;102;05
710;45;0;45;05
711;94;0.262283983;93.73771602;05
712;51;0;51;05
713;4;0;4;04
714;0;0;0;04
715;0;0;0;03
716;0;0;0;03
717;0;0;0;03
718;0;0;0;03
719;0;0;0;03
720;0;0;0;03
721;0;0;0;03
722;0;0;0;03
723;0;0;0;03
724;0;0;0;03
725;0;0;0;03
726;0;0;0;03
727;0;0;0;03
728;0;0;0;04
729;24;0;24;04
730;64;2.387714935;61.61228507;06
731;82;0;82;07
732;90;0;90;08
733;83;0;83;08
734;43;0;43;08
735;7;0;7;07
736;40;0;40;07
737;25;1.525312062;23.47468794;06
738;0;0;0;06
739;0;0;0;06
740;0;0;0;06
741;0;0;0;06
742;0;0;0;06
743;0;0;0;06
744;0;0;0;06
745;0;0;0;06
746;0;0;0;05
747;0;0;0;05
748;0;0;0;05
749;0;0;0;05
750;0;0;0;04
751;0;0;0;04
752;0;0;0;04
753;9;0;9;04
754;28;0;28;05
755;14;0;14;05
756;68;0;68;05
757;85;0;85;05
758;142;8.225050778;133.7749492;06
759;99;1.086133702;97.9138663;07
760;8;0;8;06
761;10;0;10;06
762;0;0;0;06
763;0;0;0;06
764;0;0;0;05
765;0;0;0;05
766;0;0;0;05
767;0;0;0;05
768;0;0;0;04
769;0;0;0;04
770;0;0;0;04
771;0;0;0;03
772;0;0;0;03
773;0;0;0;02
774;0;0;0;02
775;0;0;0;02
776;0;0;0;01
777;20;0;20;01
778;126;75.1900342;50.8099658;03
779;207;103.7542929;103.2457071;05
780;153;40.13247548;112.8675245;06
781;309;161.1432301;147.8567699;07
782;155;42.04709198;112.952908;08
783;207;98.62119283;108.3788072;08
784;139;68.13731471;70.86268529;08
785;38;14.03283395;23.96716605;08
786;0;0;0;07
787;0;0;0;06
788;0;0;0;06
789;0;0;0;05
790;0;0;0;05
791;0;0;0;04
792;0;0;0;04
793;0;0;0;03
794;0;0;0;03
795;0;0;0;02
796;0;0;0;02
797;0;0;0;01
798;0;0;0;01
799;0;0;0;00
800;0;0;0;00
801;19;0;19;00
802;53;0;53;01
803;122;6.087628549;115.9123715;02
804;149;9.751097235;139.2489028;03
805;58;0;58;03
806;98;0;98;03
807;89;0;89;03
808;88;14.54277207;73.45722793;03
809;21;0;21;03
810;0;0;0;02
811;0;0;0;02
812;0;0;0;01
813;0;0;0;01
814;0;0;0;00
815;0;0;0;00
816;0;0;0;-01
817;0;0;0;-01
818;0;0;0;-03
819;0;0;0;-04
820;0;0;0;-05
821;0;0;0;-07
822;0;0;0;-08
823;0;0;0;-09
824;0;0;0;-11
825;35;11.62705039;23.37294961;-11
826;123;58.72682432;64.27317568;-09
827;234;165.3379113;68.6620887;-07
828;312;252.9445539;59.05544607;-05
829;347;271.9259532;75.07404679;-03
830;304;226.2422712;77.75772882;-02
831;258;194.6665837;63.33341635;-02
832;141;65.25275907;75.74724093;-02
833;34;6.562761078;27.43723892;-04
834;0;0;0;-05
835;0;0;0;-05
836;0;0;0;-05
837;0;0;0;-05
838;0;0;0;-05
839;0;0;0;-05
840;0;0;0;-05
841;0;0;0;-05
842;0;0;0;-05
843;0;0;0;-05
844;0;0;0;-05
845;0;0;0;-04
846;0;0;0;-04
847;0;0;0;-04
848;0;0;0;-03
849;31;5.387010501;25.6129895;-02
850;100;25.26234947;74.73765053;-01
851;85;0;85;00
852;142;4.49310855;137.5068915;01
853;141;3.302341332;137.6976587;01
854;230;86.35507448;143.6449255;02
855;103;0;103;03
856;128;39.88566953;88.11433047;03
857;29;0.620750562;28.37924944;02
858;0;0;0;02
859;0;0;0;02
860;0;0;0;01
861;0;0;0;01
862;0;0;0;00
863;0;0;0;00
864;0;0;0;00
865;0;0;0;-01
866;0;0;0;-01
867;0;0;0;-02
868;0;0;0;-03
869;0;0;0;-03
870;0;0;0;-04
871;0;0;0;-05
872;0;0;0;-05
873;25;0;25;-05
874;123;44.64801566;78.35198434;-03
875;107;1.742357342;105.2576427;-02
876;149;5.957254453;143.0427455;-02
877;163;7.064864042;155.935136;-01
878;204;46.6169361;157.3830639;00
879;130;5.913409325;124.0865907;00
880;84;3.049323743;80.95067626;00
881;35;4.19769026;30.80230974;-01
882;0;0;0;-02
883;0;0;0;-02
884;0;0;0;-02
885;0;0;0;-02
886;0;0;0;-02
887;0;0;0;-03
888;0;0;0;-03
889;0;0;0;-03
890;0;0;0;-03
891;0;0;0;-03
892;0;0;0;-03
893;0;0;0;-03
894;0;0;0;-03
895;0;0;0;-03
896;0;0;0;-03
897;52;21.53759727;30.46240273;-02
898;157;67.319522;89.680478;00
899;123;9.443775374;113.5562246;02
900;208;49.7423165;158.2576835;02
901;293;151.4764549;141.5235451;04
902;235;76.64773462;158.3522654;05
903;221;98.31326981;122.6867302;05
904;70;0;70;05
905;19;0;19;04
906;0;0;0;03
907;0;0;0;02
908;0;0;0;02
909;0;0;0;01
910;0;0;0;01
911;0;0;0;00
912;0;0;0;00
913;0;0;0;-01
914;0;0;0;-02
915;0;0;0;-02
916;0;0;0;-03
917;0;0;0;-04
918;0;0;0;-05
919;0;0;0;-05
920;0;0;0;-06
921;26;0;26;-06
922;106;22.75196892;83.24803108;-05
923;131;5.998430345;125.0015697;-04
924;157;6.844710708;150.1552893;-03
925;130;0;130;-03
926;76;0;76;-03
927;47;0;47;-03
928;23;0;23;-04
929;21;0;21;-04
930;0;0;0;-05
931;0;0;0;-05
932;0;0;0;-05
933;0;0;0;-06
934;0;0;0;-06
935;0;0;0;-06
936;0;0;0;-07
937;0;0;0;-07
938;0;0;0;-07
939;0;0;0;-08
940;0;0;0;-08
941;0;0;0;-08
942;0;0;0;-09
943;0;0;0;-09
944;0;0;0;-10
945;15;0;15;-09
946;51;0;51;-09
947;154;24.9937014;129.0062986;-08
948;179;22.64620261;156.3537974;-06
949;314;165.6075475;148.3924525;-05
950;264;114.5540144;149.4459856;-04
951;133;11.4977674;121.5022326;-03
952;36;0;36;-04
953;12;0;12;-05
954;0;0;0;-06
955;0;0;0;-06
956;0;0;0;-06
957;0;0;0;-06
958;0;0;0;-06
959;0;0;0;-06
960;0;0;0;-06
961;0;0;0;-06
962;0;0;0;-06
963;0;0;0;-06
964;0;0;0;-06
965;0;0;0;-06
966;0;0;0;-05
967;0;0;0;-05
968;0;0;0;-05
969;32;0.090937997;31.909062;-05
970;19;0;19;-04
971;39;0;39;-04
972;209;48.14420297;160.855797;-03
973;193;23.52496691;169.4750331;-01
974;246;87.39932368;158.6006763;00
975;141;10.1075878;130.8924122;00
976;81;0.446186017;80.55381398;00
977;34;0;34;00
978;0;0;0;-01
979;0;0;0;-01
980;0;0;0;-01
981;0;0;0;-01
982;0;0;0;-02
983;0;0;0;-02
984;0;0;0;-02
985;0;0;0;-02
986;0;0;0;-03
987;0;0;0;-03
988;0;0;0;-03
989;0;0;0;-03
990;0;0;0;-04
991;0;0;0;-04
992;0;0;0;-04
993;39;3.250449851;35.74955015;-04
994;106;14.03635915;91.96364085;-02
995;192;45.64309902;146.356901;-01
996;239;70.21504818;168.7849518;01
997;170;9.137579039;160.862421;02
998;134;0.757415129;133.2425849;02
999;95;0;95;01
1000;50;0;50;01
1001;35;0;35;00
1002;0;0;0;-01
1003;0;0;0;-01
1004;0;0;0;-02
1005;0;0;0;-02
1006;0;0;0;-03
1007;0;0;0;-03
1008;0;0;0;-04
1009;0;0;0;-04
1010;0;0;0;-05
1011;0;0;0;-06
1012;0;0;0;-06
1013;0;0;0;-07
1014;0;0;0;-08
1015;0;0;0;-08
1016;0;0;0;-09
1017;42;5.619563082;36.38043692;-08
1018;188;97.10354336;90.89645664;-06
1019;295;227.7505259;67.24947406;-03
1020;321;215.4668064;105.5331936;-01
1021;350;237.9015989;112.0984011;00
1022;291;141.6800994;149.3199006;01
1023;269;151.6821913;117.3178087;01
1024;147;58.06704624;88.93295376;01
1025;68;28.60479473;39.39520527;00
1026;0;0;0;-01
1027;0;0;0;-02
1028;0;0;0;-02
1029;0;0;0;-02
1030;0;0;0;-02
1031;0;0;0;-02
1032;0;0;0;-03
1033;0;0;0;-03
1034;0;0;0;-03
1035;0;0;0;-03
1036;0;0;0;-03
1037;0;0;0;-03
1038;0;0;0;-02
1039;0;0;0;-02
1040;0;0;0;-02
1041;74;21.77217966;52.22782034;00
1042;107;16.27833106;90.72166894;02
1043;167;22.42744731;144.5725527;03
1044;261;89.15285781;171.8471422;04
1045;365;235.3262367;129.6737633;06
1046;335;236.2728683;98.72713171;08
1047;291;224.7013399;66.29866015;09
1048;191;129.8726267;61.12737329;09
1049;67;24.52544094;42.47455906;08
1050;0;0;0;07
1051;0;0;0;06
1052;0;0;0;05
1053;0;0;0;04
1054;0;0;0;03
1055;0;0;0;01
1056;0;0;0;00
1057;0;0;0;-01
1058;0;0;0;-03
1059;0;0;0;-04
1060;0;0;0;-06
1061;0;0;0;-08
1062;0;0;0;-10
1063;0;0;0;-11
1064;0;0;0;-12
1065;65;26.75192424;38.24807576;-12
1066;198;143.4282192;54.57178078;-12
1067;305;244.7233811;60.27661894;-10
1068;361;292.6610831;68.33891691;-09
1069;377;297.0868152;79.91318481;-08
1070;366;251.7388659;114.2611341;-08
1071;227;91.57389108;135.4261089;-08
1072;169;83.25023985;85.74976015;-09
1073;58;11.63412111;46.36587889;-10
1074;0;0;0;-11
1075;0;0;0;-11
1076;0;0;0;-12
1077;0;0;0;-13
1078;0;0;0;-13
1079;0;0;0;-12
1080;0;0;0;-12
1081;0;0;0;-12
1082;0;0;0;-12
1083;0;0;0;-12
1084;0;0;0;-12
1085;0;0;0;-12
1086;0;0;0;-11
1087;0;0;0;-11
1088;0;0;0;-11
1089;15;0;15;-11
1090;138;43.83179492;94.16820508;-09
1091;248;126.1661983;121.8338017;-07
1092;234;53.94112826;180.0588717;-06
1093;256;70.32283464;185.6771654;-05
1094;97;0;97;-05
1095;27;0;27;-06
1096;16;0;16;-07
1097;32;0;32;-08
1098;0;0;0;-08
1099;0;0;0;-07
1100;0;0;0;-07
1101;0;0;0;-06
1102;0;0;0;-06
1103;0;0;0;-05
1104;0;0;0;-05
1105;0;0;0;-04
1106;0;0;0;-04
1107;0;0;0;-05
1108;0;0;0;-05
1109;0;0;0;-05
1110;0;0;0;-05
1111;0;0;0;-05
1112;0;0;0;-05
1113;19;0;19;-04
1114;79;0;79;-03
1115;241;98.51873427;142.4812657;-01
1116;224;42.61666295;181.383337;01
1117;259;62.7554638;196.2445362;02
1118;354;217.2599113;136.7400887;03
1119;325;203.1437557;121.8562443;05
1120;150;49.22506281;100.7749372;05
1121;79;32.65837579;46.34162421;04
1122;0;0;0;03
1123;0;0;0;03
1124;0;0;0;03
1125;0;0;0;03
1126;0;0;0;03
1127;0;0;0;03
1128;0;0;0;02
1129;0;0;0;02
1130;0;0;0;02
1131;0;0;0;02
1132;0;0;0;02
1133;0;0;0;02
1134;0;0;0;01
1135;0;0;0;01
1136;0;0;0;01
1137;60;13.02941561;46.97058439;02
1138;113;14.25209589;98.74790411;04
1139;18;0;18;04
1140;114;0;114;04
1141;136;0;136;04
1142;150;2.464579036;147.535421;05
1143;51;0;51;05
1144;25;0;25;04
1145;20;0;20;04
1146;0;0;0;03
1147;0;0;0;03
