hour;global_horizontal_W_m2;direkt_horizontal_W_m2;diffuse_horizontal_W_m2;temp_amb
4406;164;1.69572944;162.3042706;20
4407;168;0.786977704;167.2130223;20
4408;180;0.693562706;179.3064373;20
4409;114;0;114;20
4410;105;0;105;19
4411;38;0;38;19
4412;1;0;1;18
4413;5;0;5;18
4414;0;0;0;17
4415;0;0;0;16
4416;0;0;0;15
4417;0;0;0;14
4418;0;0;0;13
4419;0;0;0;11
4420;0;0;0;10
4421;5;0;5;10
4422;49;0;49;10
4423;118;2.293928278;115.7060717;11
4424;210;11.81765669;198.1823433;12
4425;226;7.278353935;218.7216461;14
4426;223;4.320323336;218.6796767;14
4427;257;8.055429521;248.9445705;15
4428;56;0;56;15
4429;213;4.357094585;208.6429054;15
4430;126;0;126;15
4431;269;9.438071735;259.5619283;15
4432;332;23.56647244;308.4335276;15
4433;282;27.53071143;254.4692886;16
4434;205;22.23241253;182.7675875;16
4435;150;34.75561097;115.244389;16
4436;39;0;39;15
4437;0;0;0;15
4438;0;0;0;14
4439;0;0;0;12
4440;0;0;0;11
4441;0;0;0;10
4442;0;0;0;09
4443;0;0;0;08
4444;0;0;0;07
4445;24;0.424978629;23.57502137;07
4446;92;26.42927972;65.57072028;08
4447;235;149.3863244;85.61367555;09
4448;372;243.1826481;128.8173519;11
4449;465;246.9384739;218.0615261;13
4450;569;284.6897549;284.3102451;15
4451;661;366.8766818;294.1233182;16
4452;649;257.7543983;391.2456017;18
4453;508;99.26021342;408.7397866;19
4454;515;114.3051133;400.6948867;19
4455;449;89.60002727;359.3999727;19
4456;449;130.9060762;318.0939238;19
4457;442;215.4646597;226.5353403;19
4458;296;124.5166949;171.4833051;19
4459;146;35.25715373;110.7428463;18
4460;32;0;32;16
4461;0;0;0;15
4462;0;0;0;14
4463;0;0;0;13
4464;0;0;0;12
4465;0;0;0;11
4466;0;0;0;11
4467;0;0;0;10
4468;0;0;0;10
4469;12;0;12;10
4470;50;0;50;10
4471;83;0;83;11
4472;126;0;126;12
4473;124;0;124;12
4474;199;4.306287033;194.693713;13
4475;136;0;136;13
4476;148;0;148;13
4477;268;6.959427086;261.0405729;14
4478;173;0.846028573;172.1539714;14
4479;106;0;106;14
4480;173;0.692041742;172.3079583;14
4481;110;0;110;14
4482;178;10.43341463;167.5665854;14
4483;87;0;87;14
4484;25;0;25;13
4485;0;0;0;13
4486;0;0;0;12
4487;0;0;0;12
4488;0;0;0;11
4489;0;0;0;11
4490;0;0;0;11
4491;0;0;0;11
4492;0;0;0;10
4493;8;0;8;10
4494;4;0;4;10
4495;127;10.33237913;116.6676209;11
4496;131;0;131;12
4497;79;0;79;13
4498;18;0;18;13
4499;152;0.802405267;151.1975947;13
4500;303;11.96253039;291.0374696;13
4501;467;71.26562916;395.7343708;15
4502;613;218.0843647;394.9156353;16
4503;492;131.040609;360.959391;18
4504;476;152.1040372;323.8959628;18
4505;365;101.2031128;263.7968872;19
4506;169;7.811761815;161.1882382;19
4507;112;4.02394894;107.9760511;19
4508;58;8.808427848;49.19157215;18
4509;0;0;0;17
4510;0;0;0;17
4511;0;0;0;16
4512;0;0;0;15
4513;0;0;0;14
4514;0;0;0;12
4515;0;0;0;11
4516;0;0;0;10
4517;24;0.657489602;23.3425104;09
4518;115;52.16796279;62.83203721;11
4519;197;68.0812253;128.9187747;12
4520;223;32.19680911;190.8031909;13
4521;483;268.6506188;214.3493812;14
4522;576;316.8081623;259.1918377;16
4523;626;294.0572064;331.9427936;18
4524;749;443.7939743;305.2060257;20
4525;623;226.5995269;396.4004731;21
4526;709;406.1964141;302.8035859;22
4527;640;342.5745004;297.4254996;23
4528;432;113.9564137;318.0435863;23
4529;416;165.0203664;250.9796336;23
4530;139;0.866312027;138.133688;22
4531;128;18.04905588;109.9509441;21
4532;43;0;43;19
4533;0;0;0;18
4534;0;0;0;17
4535;0;0;0;17
4536;0;0;0;16
4537;0;0;0;16
4538;0;0;0;16
4539;0;0;0;16
4540;0;0;0;15
4541;16;0;16;16
4542;75;13.63129503;61.36870497;16
4543;254;142.0969734;111.9030266;18
4544;355;209.2213748;145.7786252;20
4545;502;331.5105034;170.4894966;22
4546;538;225.5515362;312.4484638;24
4547;681;402.4150835;278.5849165;25
4548;546;144.0515402;401.9484598;26
4549;598;193.3948239;404.6051761;27
4550;451;70.01988659;380.9801134;28
4551;336;20.36063618;315.6393638;28
4552;118;0;118;27
4553;226;14.25388276;211.7461172;26
4554;291;112.8127746;178.1872254;25
4555;199;97.6279527;101.3720473;25
4556;40;0;40;24
4557;0;0;0;23
4558;0;0;0;22
4559;0;0;0;21
4560;0;0;0;20
4561;0;0;0;19
4562;0;0;0;19
4563;0;0;0;18
4564;0;0;0;17
4565;5;0;5;17
4566;35;0;35;17
4567;50;0;50;18
4568;77;0;77;18
4569;129;0;129;19
4570;66;0;66;19
4571;97;0;97;19
4572;185;0.851244568;184.1487554;19
4573;251;6.063572812;244.9364272;20
4574;101;0;101;20
4575;71;0;71;20
4576;101;0;101;20
4577;81;0;81;20
4578;77;0;77;20
4579;34;0;34;20
4580;32;0;32;19
4581;0;0;0;19
4582;0;0;0;19
4583;0;0;0;18
4584;0;0;0;17
4585;0;0;0;16
4586;0;0;0;16
4587;0;0;0;15
4588;0;0;0;14
4589;9;0;9;14
4590;52;0;52;15
4591;54;0;54;15
4592;99;0;99;15
4593;140;0;140;16
4594;134;0;134;16
4595;137;0;137;17
4596;272;9.350613199;262.6493868;17
4597;145;0.865147213;144.1348528;18
4598;104;0;104;18
4599;124;0;124;18
4600;147;0;147;18
4601;107;0;107;18
4602;170;8.172041578;161.8279584;18
4603;75;0;75;18
4604;51;4.664714835;46.33528516;17
4605;0;0;0;17
4606;0;0;0;16
4607;0;0;0;15
4608;0;0;0;15
4609;0;0;0;14
4610;0;0;0;13
4611;0;0;0;13
4612;0;0;0;12
4613;7;0;7;12
4614;25;0;25;12
4615;47;0;47;13
4616;276;83.17113929;192.8288607;14
4617;262;20.80856353;241.1914365;15
4618;383;63.8385533;319.1614467;16
4619;256;7.960471382;248.0395286;17
4620;298;11.03452384;286.9654762;18
4621;525;116.6411818;408.3588182;19
4622;489;98.3512552;390.6487448;20
4623;317;16.38430445;300.6156955;20
4624;201;1.373826111;199.6261739;20
4625;180;1.70127286;178.2987271;20
4626;90;0;90;19
4627;2;0;2;19
4628;23;0;23;18
4629;0;0;0;17
4630;0;0;0;16
4631;0;0;0;15
4632;0;0;0;13
4633;0;0;0;12
4634;0;0;0;11
4635;0;0;0;09
4636;0;0;0;08
4637;16;0;16;08
4638;91;40.53277083;50.46722917;09
4639;185;50.75294771;134.2470523;10
4640;324;147.3401189;176.6598811;12
4641;517;357.4384986;159.5615014;14
4642;621;429.5871521;191.4128479;16
4643;682;421.9371324;260.0628676;18
4644;752;471.213292;280.786708;20
4645;850;645.3812208;204.6187792;21
4646;818;655.6301635;162.3698365;23
4647;727;508.7486785;218.2513215;24
4648;583;386.0950452;196.9049548;24
4649;464;308.4132212;155.5867788;24
4650;357;232.6182652;124.3817348;24
4651;167;66.72082826;100.2791717;23
4652;78;35.00776894;42.99223106;21
4653;0;0;0;19
4654;0;0;0;18
4655;0;0;0;16
4656;0;0;0;14
4657;0;0;0;12
4658;0;0;0;11
4659;0;0;0;09
4660;0;0;0;07
4661;8;0;8;07
4662;95;47.24836695;47.75163305;07
4663;204;109.77189;94.22811001;09
4664;346;210.937044;135.062956;10
4665;489;299.6103649;189.3896351;12
4666;444;117.2079072;326.7920928;14
4667;540;181.6232969;358.3767031;15
4668;631;248.7666102;382.2333898;16
4669;633;236.9257312;396.0742688;17
4670;475;88.01884084;386.9811592;18
4671;577;231.8173775;345.1826225;18
4672;392;84.88665336;307.1133466;18
4673;110;0;110;17
4674;211;36.65452141;174.3454786;16
4675;192;105.9471348;86.05286516;16
4676;81;31.9173828;49.0826172;15
4677;0;0;0;14
4678;0;0;0;13
4679;0;0;0;11
4680;0;0;0;10
4681;0;0;0;09
4682;0;0;0;08
4683;0;0;0;08
4684;0;0;0;07
4685;3;0;3;07
4686;5;0;5;07
4687;61;0;61;07
4688;209;28.11939826;180.8806017;08
4689;393;140.7883304;252.2116696;10
4690;502;182.4311628;319.5688372;12
4691;438;79.94819213;358.0518079;13
4692;493;99.67773411;393.3222659;14
4693;362;19.78518746;342.2148125;15
4694;453;72.81960669;380.1803933;15
4695;359;24.07624803;334.923752;15
4696;285;17.08192801;267.918072;16
4697;413;168.4094391;244.5905609;16
4698;140;2.123643957;137.876356;15
4699;76;0;76;15
4700;55;10.45118416;44.54881584;14
4701;0;0;0;13
4702;0;0;0;12
4703;0;0;0;11
4704;0;0;0;10
4705;0;0;0;09
4706;0;0;0;08
4707;0;0;0;08
4708;0;0;0;07
4709;15;0;15;07
4710;78;23.55333714;54.44666286;07
4711;156;34.73878338;121.2612166;08
4712;323;152.1326844;170.8673156;10
4713;548;405.1285672;142.8714328;12
4714;641;468.6404562;172.3595438;14
4715;763;553.7640844;209.2359156;16
4716;693;363.4410934;329.5589066;18
4717;768;482.6687573;285.3312427;19
4718;721;437.0563489;283.9436511;20
4719;586;248.1028876;337.8971124;20
4720;591;375.7286423;215.2713577;21
4721;419;191.5680089;227.4319911;21
4722;367;255.5808355;111.4191645;20
4723;171;65.55547121;105.4445288;19
4724;30;0;30;18
4725;0;0;0;16
4726;0;0;0;15
4727;0;0;0;14
4728;0;0;0;13
4729;0;0;0;12
4730;0;0;0;11
4731;0;0;0;11
4732;0;0;0;10
4733;6;0;6;10
4734;27;0;27;10
4735;135;20.26007928;114.7399207;11
4736;171;6.739040468;164.2609595;12
4737;317;62.02687429;254.9731257;13
4738;326;28.03192226;297.9680777;15
4739;449;89.07850596;359.921494;16
4740;418;31.98526997;386.01473;17
4741;457;68.59159231;388.4084077;18
4742;634;259.4575972;374.5424028;19
4743;655;390.827241;264.172759;20
4744;376;73.48832736;302.5116726;20
4745;239;14.56610796;224.433892;20
4746;122;0;122;20
4747;44;0;44;19
4748;71;16.60150607;54.39849393;18
4749;0;0;0;17
4750;0;0;0;17
4751;0;0;0;16
4752;0;0;0;16
4753;0;0;0;16
4754;0;0;0;15
4755;0;0;0;15
4756;0;0;0;15
4757;8;0;8;14
4758;42;0;42;15
4759;133;17.69957041;115.3004296;16
4760;255;61.24596354;193.7540365;17
4761;415;179.0185274;235.9814726;19
4762;469;150.2707903;318.7292097;21
4763;304;14.15868232;289.8413177;22
4764;327;15.12228685;311.8777132;22
4765;168;3.423545751;164.5764542;22
4766;449;71.62059858;377.3794014;22
4767;391;39.39414264;351.6058574;23
4768;517;230.8292791;286.1707209;24
4769;404;188.2473995;215.7526005;24
4770;252;60.85609046;191.1439095;24
4771;148;35.04596318;112.9540368;24
4772;63;23.42781235;39.57218765;23
4773;0;0;0;22
4774;0;0;0;21
4775;0;0;0;20
4776;0;0;0;19
4777;0;0;0;18
4778;0;0;0;17
4779;0;0;0;17
4780;0;0;0;16
4781;0;0;0;16
4782;54;4.629763986;49.37023601;16
4783;34;0;34;17
4784;127;0;127;17
4785;175;1.743098086;173.2569019;18
4786;219;4.182104291;214.8178957;19
4787;220;7.06344778;212.9365522;20
4788;593;231.4202113;361.5797887;21
4789;377;40.15283355;336.8471664;22
4790;478;93.10090014;384.8990999;23
4791;387;37.77300486;349.2269951;24
4792;450;143.5853255;306.4146745;24
4793;397;152.0257264;244.9742736;25
4794;67;0;67;25
4795;32;0;32;24
4796;26;0;26;23
4797;0;0;0;22
4798;0;0;0;21
4799;0;0;0;20
4800;0;0;0;19
4801;0;0;0;18
4802;0;0;0;16
4803;0;0;0;15
4804;0;0;0;14
4805;0;0;0;13
4806;18;0;18;13
4807;10;0;10;13
4808;58;0;58;13
4809;39;0;39;14
4810;131;0;131;14
4811;33;0;33;14
4812;174;2.510320641;171.4896794;15
4813;151;0.852682214;150.1473178;15
4814;363;22.40053966;340.5994603;16
4815;398;60.00114037;337.9988596;17
4816;357;54.04687833;302.9531217;18
4817;298;50.50992496;247.490075;18
4818;144;2.495183163;141.5048168;18
4819;65;0;65;18
4820;39;3.001889827;35.99811017;18
4821;0;0;0;17
4822;0;0;0;17
4823;0;0;0;17
4824;0;0;0;17
4825;0;0;0;17
4826;0;0;0;17
4827;0;0;0;17
4828;0;0;0;17
4829;0;0;0;17
4830;58;8.491087827;49.50891217;17
4831;221;114.6432277;106.3567723;18
4832;290;105.6170516;184.3829484;20
4833;519;363.3201231;155.6798769;22
4834;630;460.1712231;169.8287769;24
4835;692;458.5258665;233.4741335;26
4836;781;524.3866468;256.6133532;28
4837;858;681.6398352;176.3601648;29
4838;761;490.1594742;270.8405258;30
4839;646;390.6763425;255.3236575;31
4840;563;361.8302848;201.1697152;30
4841;423;226.7904055;196.2095945;30
4842;337;208.5567178;128.4432822;31
4843;141;42.44200652;98.55799348;31
4844;66;22.58855156;43.41144844;30
4845;0;0;0;28
4846;0;0;0;27
4847;0;0;0;25
4848;0;0;0;24
4849;0;0;0;23
4850;0;0;0;21
4851;0;0;0;19
4852;0;0;0;18
4853;0;0;0;16
4854;65;16.22781453;48.77218547;16
4855;142;30.72239955;111.2776004;17
4856;358;219.257404;138.742596;19
4857;521;415.9057372;105.0942628;21
4858;653;534.1104623;118.8895377;24
4859;756;604.665009;151.334991;26
4860;767;494.0817357;272.9182643;27
4861;746;456.034875;289.965125;28
4862;726;476.7319031;249.2680969;29
4863;668;433.4157376;234.5842624;30
4864;542;311.7751676;230.2248324;30
4865;429;240.3014768;188.6985232;30
4866;335;232.9915719;102.0084281;29
4867;188;121.9964388;66.00356121;28
4868;62;25.21079569;36.78920431;27
4869;0;0;0;25
4870;0;0;0;24
4871;0;0;0;22
4872;0;0;0;21
4873;0;0;0;19
4874;0;0;0;18
4875;0;0;0;16
4876;0;0;0;15
4877;0;0;0;14
4878;80;36.2209477;43.7790523;14
4879;179;87.29570883;91.70429117;16
4880;292;128.8065023;163.1934977;17
4881;407;177.3703507;229.6296493;19
4882;567;331.3302163;235.6697837;21
4883;657;420.4799896;236.5200104;23
4884;698;400.6924317;297.3075683;24
4885;764;490.6473247;273.3526753;26
4886;748;488.8742248;259.1257752;27
4887;744;576.7373709;167.2626291;28
4888;595;401.3151169;193.6848831;28
4889;496;355.7924618;140.2075382;28
4890;264;102.7574979;161.2425021;27
4891;157;67.72567801;89.27432199;26
4892;33;0;33;25
4893;0;0;0;23
4894;0;0;0;21
4895;0;0;0;19
4896;0;0;0;18
4897;0;0;0;16
4898;0;0;0;15
4899;0;0;0;14
4900;0;0;0;12
4901;0;0;0;11
4902;76;30.4486866;45.5513134;11
4903;201;126.2857276;74.71427239;13
4904;363;263.9010633;99.09893666;15
4905;521;423.3764295;97.62357047;18
4906;657;535.598129;121.401871;20
4907;715;506.2017377;208.7982623;22
4908;743;478.5502517;264.4497483;23
4909;763;517.4577056;245.5422944;24
4910;719;469.6599566;249.3400434;25
4911;664;416.7876424;247.2123576;26
4912;634;469.5596188;164.4403812;26
4913;442;275.6295068;166.3704932;26
4914;291;158.3395679;132.6604321;25
4915;184;117.6219043;66.37809575;24
4916;62;22.71729633;39.28270367;22
4917;0;0;0;20
4918;0;0;0;19
4919;0;0;0;17
4920;0;0;0;15
4921;0;0;0;14
4922;0;0;0;13
4923;0;0;0;12
4924;0;0;0;10
4925;0;0;0;09
4926;63;19.45568719;43.54431281;10
4927;198;113.5034393;84.49656071;11
4928;278;96.32968188;181.6703181;13
4929;457;251.371277;205.628723;15
4930;632;457.892027;174.107973;17
4931;758;618.4863199;139.5136801;19
4932;800;618.0553567;181.9446433;21
4933;792;571.0969154;220.9030846;23
4934;774;561.2663839;212.7336161;24
4935;674;438.4828753;235.5171247;24
4936;632;488.7075716;143.2924284;25
4937;491;376.3286394;114.6713606;24
4938;312;183.2821726;128.7178274;24
4939;154;66.63376189;87.36623811;22
4940;32;0;32;21
4941;0;0;0;19
4942;0;0;0;18
4943;0;0;0;17
4944;0;0;0;15
4945;0;0;0;14
4946;0;0;0;13
4947;0;0;0;12
4948;0;0;0;12
4949;0;0;0;11
4950;18;0;18;11
4951;131;24.81452645;106.1854735;12
4952;117;0;117;13
4953;148;0;148;13
4954;428;114.6047749;313.3952251;14
4955;496;144.1711931;351.8288069;16
4956;323;25.58530869;297.4146913;17
4957;456;73.21548191;382.7845181;17
4958;426;54.02347065;371.9765293;18
4959;394;45.47050884;348.5294912;18
4960;325;25.88066166;299.1193383;19
4961;198;5.964794948;192.0352051;18
4962;101;0;101;18
4963;68;0;68;17
4964;38;4.15847766;33.84152234;16
4965;0;0;0;16
4966;0;0;0;15
4967;0;0;0;15
4968;0;0;0;14
4969;0;0;0;14
4970;0;0;0;14
4971;0;0;0;14
4972;0;0;0;14
4973;0;0;0;14
4974;31;0;31;14
4975;40;0;40;15
4976;105;0;105;15
4977;218;6.750061905;211.2499381;16
4978;301;16.3164245;284.6835755;17
4979;334;20.7569895;313.2430105;18
4980;104;0;104;19
4981;230;8.394806364;221.6051936;19
4982;599;214.7235112;384.2764888;20
4983;576;259.9504879;316.0495121;21
4984;504;239.3958149;264.6041851;22
4985;342;107.9605069;234.0394931;22
4986;128;0.399415242;127.6005848;22
4987;115;19.97757526;95.02242474;22
4988;33;1.11009123;31.88990877;21
4989;0;0;0;20
4990;0;0;0;19
4991;0;0;0;19
4992;0;0;0;18
4993;0;0;0;17
4994;0;0;0;17
4995;0;0;0;16
4996;0;0;0;15
4997;0;0;0;14
4998;73;21.17401673;51.82598327;15
4999;159;54.05517858;104.9448214;17
5000;227;39.66926943;187.3307306;18
5001;300;41.99795899;258.002041;19
5002;419;109.0746183;309.9253817;20
5003;588;229.9600149;358.0399851;21
5004;343;32.02125942;310.9787406;22
5005;387;27.63221988;359.3677801;23
5006;488;109.9264466;378.0735534;23
5007;382;30.89022214;351.1097779;23
5008;353;56.00964934;296.9903507;23
5009;212;9.670676969;202.329323;23
5010;190;28.16431515;161.8356848;22
5011;133;31.83452856;101.1654714;22
5012;39;4.79081521;34.20918479;21
5013;0;0;0;20
5014;0;0;0;19
5015;0;0;0;19
5016;0;0;0;18
5017;0;0;0;18
5018;0;0;0;18
5019;0;0;0;18
5020;0;0;0;19
5021;0;0;0;19
5022;14;0;14;19
5023;72;0;72;20
5024;45;0;45;20
5025;148;0;148;21
5026;109;0;109;21
5027;314;17.57745289;296.4225471;22
5028;312;23.7461883;288.2538117;23
5029;649;268.0783964;380.9216036;25
5030;470;95.81948391;374.1805161;26
5031;369;27.03930092;341.9606991;27
5032;342;53.83090956;288.1690904;27
5033;197;4.811633758;192.1883662;27
5034;147;3.938498672;143.0615013;27
5035;77;0;77;26
5036;1;0;1;26
5037;0;0;0;25
5038;0;0;0;23
5039;0;0;0;22
5040;0;0;0;21
5041;0;0;0;19
5042;0;0;0;17
5043;0;0;0;15
5044;0;0;0;13
5045;0;0;0;11
5046;11;0;11;10
5047;100;6.141220262;93.85877974;11
5048;270;104.10788;165.89212;13
5049;428;232.4489579;195.5510421;15
5050;524;269.0399088;254.9600912;17
5051;650;390.0869822;259.9130178;19
5052;749;484.2156265;264.7843735;21
5053;814;615.4880321;198.5119679;22
5054;726;483.4014427;242.5985573;24
5055;624;360.8660537;263.1339463;24
5056;613;447.2858408;165.7141592;25
5057;440;299.4602597;140.5397403;24
5058;301;203.6711881;97.32881188;24
5059;150;79.39860049;70.60139951;23
5060;38;4.923713313;33.07628669;21
5061;0;0;0;20
5062;0;0;0;19
5063;0;0;0;18
5064;0;0;0;17
5065;0;0;0;16
5066;0;0;0;16
5067;0;0;0;15
5068;0;0;0;14
5069;0;0;0;14
5070;44;3.855861919;40.14413808;14
5071;120;16.10057878;103.8994212;15
5072;224;38.04885355;185.9511465;17
5073;342;74.53381977;267.4661802;18
5074;512;229.8398717;282.1601283;20
5075;693;444.3005935;248.6994065;22
5076;603;232.0507461;370.9492539;24
5077;558;167.7675702;390.2324298;25
5078;550;181.6501949;368.3498051;26
5079;653;373.8457455;279.1542545;26
5080;371;82.06297629;288.9370237;26
5081;493;338.6143811;154.3856189;26
5082;305;177.6590809;127.3409191;26
5083;70;0;70;25
5084;47;11.40556712;35.59443288;24
5085;0;0;0;23
5086;0;0;0;21
5087;0;0;0;20
5088;0;0;0;19
5089;0;0;0;18
5090;0;0;0;16
5091;0;0;0;15
5092;0;0;0;14
5093;0;0;0;13
5094;18;0;18;13
5095;22;0;22;13
5096;75;0;75;13
5097;375;128.007825;246.992175;15
5098;346;52.73464878;293.2653512;17
5099;503;146.1079278;356.8920722;19
5100;378;47.89714544;330.1028546;20
5101;132;0;132;20
5102;110;0;110;20
5103;86;0;86;19
5104;340;58.37173691;281.6282631;19
5105;250;17.36387463;232.6361254;19
5106;187;33.09152717;153.9084728;19
5107;33;0;33;19
5108;2;0;2;18
5109;0;0;0;17
5110;0;0;0;16
5111;0;0;0;16
5112;0;0;0;15
5113;0;0;0;14
5114;0;0;0;13
5115;0;0;0;13
5116;0;0;0;12
5117;0;0;0;11
5118;39;3.9483041;35.0516959;11
5119;152;53.08273194;98.91726806;13
5120;164;8.562385101;155.4376149;14
5121;209;6.012970439;202.9870296;15
5122;257;9.973806672;247.0261933;16
5123;315;13.58157387;301.4184261;17
5124;305;10.5216945;294.4783055;17
5125;343;18.99044737;324.0095526;18
5126;179;2.407055625;176.5929444;18
5127;296;15.56081244;280.4391876;18
5128;290;23.24775036;266.7522496;18
5129;152;0;152;18
5130;41;0;41;17
5131;31;0;31;17
5132;4;0;4;16
5133;0;0;0;15
5134;0;0;0;14
5135;0;0;0;13
5136;0;0;0;13
5137;0;0;0;12
5138;0;0;0;12
5139;0;0;0;11
5140;0;0;0;11
5141;0;0;0;10
5142;3;0;3;10
5143;35;0;35;10
5144;106;0;106;11
5145;164;0.543834545;163.4561655;12
5146;232;5.96040443;226.0395956;13
5147;219;6.015810315;212.9841897;14
5148;388;54.8656917;333.1343083;15
5149;220;4.115720344;215.8842797;16
5150;91;0;91;16
5151;80;0;80;15
5152;145;0;145;15
5153;165;1.56027605;163.439724;15
5154;68;0;68;15
5155;19;0;19;14
5156;13;0;13;14
5157;0;0;0;13
5158;0;0;0;12
5159;0;0;0;12
5160;0;0;0;11
5161;0;0;0;10
5162;0;0;0;09
5163;0;0;0;08
5164;0;0;0;07
5165;0;0;0;07
5166;23;0;23;07
5167;107;13.06536705;93.93463295;08
5168;130;0.803451644;129.1965484;09
5169;298;61.6731982;236.3268018;10
5170;256;11.872218;244.127782;11
5171;244;5.245584769;238.7544152;12
5172;285;10.45561263;274.5443874;13
5173;479;98.46619914;380.5338009;13
5174;373;24.70952702;348.290473;14
5175;322;17.65120604;304.348794;15
5176;274;14.07794953;259.9220505;15
5177;168;1.550740251;166.4492597;15
5178;113;0;113;14
5179;143;52.73476401;90.26523599;13
5180;34;9.268920575;24.73107942;13
5181;0;0;0;12
5182;0;0;0;11
5183;0;0;0;11
5184;0;0;0;10
5185;0;0;0;10
5186;0;0;0;10
5187;0;0;0;10
5188;0;0;0;10
5189;0;0;0;10
5190;42;8.092907627;33.90709237;10
5191;75;0;75;12
5192;137;1.594650308;135.4053497;12
5193;111;0;111;13
5194;18;0;18;13
5195;188;3.733554518;184.2664455;13
5196;196;3.20659831;192.7934017;14
5197;391;31.07998441;359.9200156;15
5198;469;102.4696146;366.5303854;16
5199;476;134.0632764;341.9367236;17
5200;484;222.2595862;261.7404138;18
5201;452;288.668375;163.331625;19
5202;219;65.73351026;153.2664897;20
5203;114;23.07220205;90.92779795;19
5204;32;8.526559703;23.4734403;18
5205;0;0;0;17
5206;0;0;0;17
5207;0;0;0;16
5208;0;0;0;15
5209;0;0;0;14
5210;0;0;0;13
5211;0;0;0;12
5212;0;0;0;11
5213;0;0;0;10
5214;3;0;3;10
5215;2;0;2;10
5216;112;0;112;10
5217;175;2.675923095;172.3240769;12
5218;358;65.40313208;292.5968679;13
5219;408;63.98411797;344.015882;15
5220;379;30.36061154;348.6393885;16
5221;518;137.7640705;380.2359295;17
5222;611;257.2447946;353.7552054;19
5223;187;6.566637881;180.4333621;19
5224;202;4.435914595;197.5640854;19
5225;98;0;98;18
5226;111;0;111;17
5227;27;0;27;17
5228;8;0;8;16
5229;0;0;0;15
5230;0;0;0;14
5231;0;0;0;13
5232;0;0;0;12
5233;0;0;0;11
5234;0;0;0;10
5235;0;0;0;08
5236;0;0;0;07
5237;0;0;0;06
5238;34;4.461681928;29.53831807;05
5239;169;99.90906568;69.09093432;07
5240;321;227.6037537;93.39624634;09
5241;410;225.12859;184.87141;11
5242;482;212.9407886;269.0592114;12
5243;595;299.4612769;295.5387231;14
5244;724;463.3997835;260.6002165;15
5245;738;496.3670421;241.6329579;16
5246;695;453.4648562;241.5351438;17
5247;697;512.2442847;184.7557153;18
5248;531;347.3902888;183.6097112;18
5249;446;336.541026;109.458974;18
5250;289;159.1171886;129.8828114;17
5251;82;7.42069834;74.57930166;16
5252;14;0;14;14
5253;0;0;0;13
5254;0;0;0;11
5255;0;0;0;10
5256;0;0;0;09
5257;0;0;0;08
5258;0;0;0;08
5259;0;0;0;08
5260;0;0;0;08
5261;0;0;0;08
5262;45;10.18906354;34.81093646;08
5263;109;20.93891928;88.06108072;10
5264;303;181.776337;121.223663;11
5265;462;334.4624831;127.5375169;14
5266;617;457.7095627;159.2904373;16
5267;531;188.2994633;342.7005367;18
5268;536;173.758518;362.241482;19
5269;647;314.0985373;332.9014627;20
5270;585;242.773378;342.226622;21
5271;448;110.6908978;337.3091022;22
5272;230;8.780213626;221.2197864;21
5273;172;2.5165122;169.4834878;20
5274;70;0;70;19
5275;38;0;38;18
5276;30;3.494822043;26.50517796;16
5277;0;0;0;15
5278;0;0;0;14
5279;0;0;0;13
5280;0;0;0;13
5281;0;0;0;12
5282;0;0;0;11
5283;0;0;0;10
5284;0;0;0;09
5285;0;0;0;08
5286;43;11.64051117;31.35948883;08
5287;150;74.10928883;75.89071117;10
5288;286;155.569474;130.430526;12
5289;258;36.83167631;221.1683237;14
5290;193;3.872327214;189.1276728;14
5291;284;9.562370307;274.4376297;14
5292;311;12.64893572;298.3510643;15
5293;433;69.36888085;363.6311191;16
5294;322;17.21812318;304.7818768;16
5295;466;138.2924938;327.7075062;17
5296;270;19.3365456;250.6634544;17
5297;281;65.957445;215.042555;17
5298;258;140.4545456;117.5454544;17
5299;118;55.87845935;62.12154065;16
5300;20;0;20;15
5301;0;0;0;14
5302;0;0;0;13
5303;0;0;0;13
5304;0;0;0;12
5305;0;0;0;11
5306;0;0;0;11
5307;0;0;0;11
5308;0;0;0;11
5309;0;0;0;11
5310;25;0;25;11
5311;39;0;39;12
5312;171;15.69391047;155.3060895;13
5313;294;59.10819825;234.8918017;14
5314;523;269.1729182;253.8270818;17
5315;371;39.56331302;331.436687;18
5316;431;73.25064742;357.7493526;19
5317;408;34.55619492;373.4438051;20
5318;459;100.5603232;358.4396768;21
5319;268;17.92495639;250.0750436;21
5320;407;140.182597;266.817403;21
5321;186;6.447544367;179.5524556;21
5322;89;0;89;20
5323;19;0;19;19
5324;1;0;1;18
5325;0;0;0;17
5326;0;0;0;16
5327;0;0;0;16
5328;0;0;0;15
5329;0;0;0;14
5330;0;0;0;14
5331;0;0;0;13
5332;0;0;0;12
5333;0;0;0;12
5334;37;9.098667377;27.90133262;12
5335;100;17.06870994;82.93129006;13
5336;263;114.9863393;148.0136607;15
5337;266;39.51673424;226.4832658;17
5338;423;138.1110222;284.8889778;18
5339;562;241.5275174;320.4724826;20
5340;485;121.6233227;363.3766773;22
5341;511;139.301787;371.698213;23
5342;688;444.0783353;243.9216647;24
5343;569;282.6032901;286.3967099;25
5344;501;296.0211915;204.9788085;25
5345;347;149.1260069;197.8739931;25
5346;263;173.5504759;89.4495241;25
5347;119;63.53469624;55.46530376;24
5348;16;0;16;23
